"uni_id","cell_id","video_key","treatment","parent","ancestor","no_data_points","track_length","death_time","survival_time","max_filament_length","max_chromosome_length","max_chromosome_area","diff","avg_protein_load","max_protein_load","post_max_protein_retention","no_protein_bud","bud_produced","row_id"
"8:9","36","8","0","27","0",11,10,23,0.833333333333333,4.636,9.394,"12.532328",0.1,0,0,0,0,"NO",260
"8:9","37","8","0","28","0",11,10,23,0.833333333333333,6.588,7.808,"12.87466",0.1,1,1,1,0,"NO",261
"8:9","38","8","0","28","0",11,10,23,0.833333333333333,4.758,8.662,"11.475564",0.1,1,1,1,0,"NO",262
"8:9","39","8","0","31","0",11,10,23,0.833333333333333,7.564,8.784,"15.985416",0.1,0,0,0,0,"NO",263
"8:9","40","8","0","31","0",11,10,23,0.833333333333333,5.49,8.784,"12.859776",0.1,1,1,1,0,"NO",264
"8:9","41","8","0","32","0",9,8,23,0.666666666666667,5.368,8.662,"10.835552",0.125,0,0,0,0,"NO",265
"8:9","42","8","0","32","0",9,8,23,0.666666666666667,5.124,6.954,"12.13046",0.125,0,0,0,0,"NO",266
"8:9","43","8","0","29","0",9,8,23,0.666666666666667,4.514,5.002,"7.918288",0.125,1,1,1,0,"NO",267
"8:9","44","8","0","29","0",9,8,23,0.666666666666667,5.002,5.49,"14.73516",0.125,0,0,0,0,"NO",268
"8:9","45","8","0","30","0",9,8,23,0.666666666666667,5.002,5.734,"14.73516",0.125,0,0,0,0,"NO",269
"8:9","46","8","0","30","0",9,8,23,0.666666666666667,5.002,5.124,"14.73516",0.125,0,0,0,0,"NO",270
"8:9","47","8","0","26","0",8,7,23,0.583333333333333,5.856,7.564,"15.985416",0.142857142857143,1,1,1,0,"NO",271
"8:9","48","8","0","26","0",8,7,23,0.583333333333333,5.978,8.174,"10.746248",0.142857142857143,0,0,0,0,"NO",272
"8:9","49","8","0","25","0",8,7,23,0.583333333333333,6.344,7.564,"15.985416",0.142857142857143,1,1,1,0,"NO",273
"8:9","50","8","0","25","0",8,7,23,0.583333333333333,4.636,8.174,"12.398372",0.142857142857143,1,1,1,0,"NO",274
"8:9","20","8","0","0","0",4,3,23,0.25,3.66,4.88,"8.33504",0.333333333333333,0,0,0,0,"NO",275
"8:9","21","8","0","0","0",4,3,23,0.25,2.928,4.88,"8.424344",0.333333333333333,0,0,0,0,"NO",276
"8:9","22","8","0","0","0",4,3,23,0.25,3.416,5.002,"7.29316",0.333333333333333,0,0,0,0,"NO",277
"8:9","23","8","0","0","0",4,3,23,0.25,2.684,5.612,"7.471768",0.333333333333333,0,0,0,0,"NO",278
"8:9","24","8","0","0","0",4,3,23,0.25,3.538,4.758,"8.290388",0.333333333333333,0,0,0,0,"NO",279
"9:1","1","9","0","0","1",6,5,5,0.416666666666667,6.344,7.686,"17.875684",0.2,0,0,0,0,"NO",280
"9:1","2","9","0","0","1",5,4,4,0.333333333333333,7.076,7.564,"25.793972",0.25,0,0,0,0,"NO",281
"9:1","13","9","0","0","1",4,3,8,0.25,5.246,9.394,"17.503584",0.333333333333333,0,0,0,0,"NO",282
"9:1","14","9","0","0","1",4,3,8,0.25,5.246,6.588,"16.714732",0.333333333333333,0,0,0,0,"NO",283
"9:1","15","9","0","1","0",9,8,14,0.666666666666667,5.978,9.516,"14.720276",0.125,0,0,0,0,"NO",284
"9:1","16","9","0","0","1",8,7,13,0.583333333333333,6.222,9.516,"12.740704",0.142857142857143,1,1,1,0,"NO",285
"9:1","17","9","0","13","0",7,6,15,0.5,4.636,7.564,"14.005844",0.166666666666667,0,0,0,0,"NO",286
"9:1","18","9","0","13","0",6,6,15,0.5,6.1,9.516,"15.151912",0,0,0,0,0,"NO",287
"9:1","19","9","0","14","0",7,6,15,0.5,4.88,7.442,"13.7677",0.166666666666667,0,0,0,0,"NO",288
"9:1","20","9","0","14","0",6,6,15,0.5,5.49,7.442,"14.229104",0,1,1,1,0,"NO",289
"9:1","12","9","0","0","0",5,4,20,0.333333333333333,4.026,7.442,"10.240192",0.25,0,0,0,0,"NO",290
"9:3","3","9","0","0","1",9,8,8,0.666666666666667,7.564,11.346,"16.342632",0.125,1,1,1,0,"NO",291
"9:3","12","9","0","4","0",17,16,23,1.33333333333333,5.856,9.272,"18.054292",0.0625,1,1,1,0,"NO",292
"9:3","14","9","0","0","1",6,5,14,0.416666666666667,6.71,9.394,"16.536124",0.2,0,0,0,0,"NO",293
"9:3","15","9","0","3","0",6,5,14,0.416666666666667,3.66,6.344,"9.97228",0.2,0,0,0,0,"NO",294
"9:3","16","9","0","14","0",9,8,23,0.666666666666667,11.224,15.25,"24.33534",0.125,0,0,0,0,"NO",295
"9:3","17","9","0","14","0",9,8,23,0.666666666666667,11.224,15.25,"24.33534",0.125,0,0,0,0,"NO",296
"9:3","18","9","0","13","0",9,8,23,0.666666666666667,5.002,7.198,"12.457908",0.125,0,0,0,0,"NO",297
"9:3","19","9","0","13","0",8,7,22,0.583333333333333,5.002,6.466,"12.457908",0.142857142857143,0,0,0,0,"NO",298
"9:5","5","9","0","0","1",10,9,11,0.75,5.124,7.442,"16.22356",0.111111111111111,0,0,0,0,"NO",299
"9:5","6","9","0","0","1",10,9,11,0.75,4.758,7.076,"17.41428",0.111111111111111,1,1,1,0,"NO",300
"9:5","7","9","0","5","0",4,3,15,0.25,3.416,4.026,"10.850436",0.333333333333333,0,0,0,0,"NO",301
"9:5","8","9","0","5","0",4,3,15,0.25,4.148,5.246,"12.294184",0.333333333333333,0,0,0,0,"NO",302
"9:5","9","9","0","6","0",4,3,15,0.25,4.026,7.32,"10.895088",0.333333333333333,0,0,0,0,"NO",303
"9:5","10","9","0","6","0",4,3,15,0.25,3.538,6.1,"10.671828",0.333333333333333,0,0,0,0,"NO",304
"9:7","1","9","0","0","1",7,6,6,0.5,6.344,9.882,"12.830008",0.166666666666667,0,0,0,0,"NO",305
"9:7","2","9","0","0","1",7,6,6,0.5,8.174,8.174,"15.672852",0.166666666666667,0,0,0,0,"NO",306
"9:7","9","9","0","0","1",7,6,13,0.5,10.126,8.906,"20.703644",0.166666666666667,1,1,1,0,"NO",307
"9:7","10","9","0","0","1",7,6,13,0.5,10.126,8.662,"20.703644",0.166666666666667,0,0,0,0,"NO",308
"9:7","11","9","0","0","1",7,6,13,0.5,6.588,11.468,"16.134256",0.166666666666667,1,1,1,0,"NO",309
"9:7","12","9","0","0","1",7,6,13,0.5,7.442,8.54,"15.18168",0.166666666666667,0,0,0,0,"NO",310
